ID,GEN,PEN,MET,FUS,TEI,VAN,Ery,CLI,LIN,CIP,RIF,TET,TMP
14448_1#85,0,1,1,0,0,0,1,0,0,0,0,0,0
14448_1#86,0,1,1,0,0,0,0,0,0,1,0,0,0
14448_1#87,0,1,1,0,0,0,1,0,0,1,0,0,0
14448_1#88,0,1,1,0,0,0,0,0,0,1,0,0,0
14448_1#89,0,1,1,0,0,0,1,0,0,1,0,0,0
14448_1#9,0,1,1,0,0,0,0,0,0,1,0,0,0
14448_1#90,0,1,1,0,0,0,1,0,0,1,0,0,0
14448_2#1,0,1,1,0,0,0,1,0,0,1,0,0,0
14448_2#10,0,1,1,0,0,0,1,1,0,1,0,0,0
14448_2#11,0,1,1,0,0,0,0,0,0,0,0,1,0
14448_2#12,0,1,1,0,0,0,0,0,0,1,0,0,0
14448_2#13,0,1,1,1,0,0,0,0,0,1,0,0,0
14448_2#14,0,1,1,0,0,0,1,0,0,1,0,0,0
14448_2#15,0,1,1,0,0,0,1,0,0,1,0,0,0
14448_2#16,0,1,1,0,0,0,0,0,0,1,0,0,0
14448_2#17,0,1,1,0,0,0,1,0,0,1,0,0,0
14448_2#18,0,1,1,0,0,0,1,0,0,1,0,0,0
14448_2#19,0,1,1,0,0,0,1,0,0,1,0,0,0
14448_2#2,0,1,1,1,0,0,0,0,0,0,0,0,0
14448_2#20,0,1,1,0,0,0,0,0,0,0,0,0,0
14448_2#21,0,1,1,0,0,0,1,0,0,1,0,0,0
14448_2#22,0,1,1,0,0,0,1,0,0,1,0,0,0
14448_2#23,0,1,1,0,0,0,0,0,0,0,0,0,0
14448_2#24,0,1,1,0,0,0,0,0,0,1,0,0,0
14448_2#25,0,1,1,0,0,0,1,0,0,0,0,0,0
14448_2#26,0,1,1,0,0,0,0,0,0,1,0,0,0
14448_2#27,0,1,1,0,0,0,1,0,0,1,0,0,0
14448_2#28,0,1,1,0,0,0,1,0,0,1,0,0,0
14448_2#29,0,1,1,0,0,0,1,0,0,0,0,0,0
14448_2#3,0,1,1,0,0,0,0,0,0,1,0,0,0
14448_2#30,0,1,1,0,0,0,1,0,0,1,0,0,0
14448_2#31,0,1,1,0,0,0,1,0,0,1,0,0,0
14448_2#32,1,1,1,1,0,0,1,0,0,1,0,0,0
14448_2#33,0,1,1,0,0,0,0,0,0,0,0,0,0
14448_2#34,1,1,1,0,0,0,1,0,0,1,0,1,1
14448_2#35,0,1,1,0,0,0,0,0,0,1,0,0,0
14448_2#36,0,1,1,0,0,0,0,0,0,1,0,0,0
14448_2#37,0,1,1,0,0,0,0,0,0,1,0,0,0
14448_2#38,0,1,1,0,0,0,0,0,0,1,0,0,0
14448_2#39,0,1,1,0,0,0,0,0,0,0,0,0,0
14448_2#40,0,1,1,0,0,0,1,0,0,1,0,0,0
14448_2#41,0,1,1,0,0,0,1,0,0,1,0,0,0
14448_2#42,0,1,1,0,0,0,0,0,0,0,0,0,0
14448_2#43,1,1,1,1,0,0,1,0,0,1,0,0,0
14448_2#44,0,1,1,0,0,0,1,0,0,1,0,0,0
14448_2#45,0,1,1,0,0,0,0,0,0,1,0,0,0
14448_2#46,1,1,1,1,0,0,0,0,0,1,0,0,0
14448_2#47,0,1,1,0,0,0,1,0,0,1,0,0,0
14448_2#48,1,1,1,1,0,0,0,0,0,1,0,0,0
14448_2#49,0,1,1,0,0,0,1,0,0,1,0,0,0
14448_2#5,0,1,1,0,0,0,0,0,0,1,0,0,0
14448_2#50,0,1,1,0,0,0,1,0,0,0,0,0,0
14448_2#51,0,1,1,0,0,0,1,0,0,1,0,0,1
14448_2#52,0,1,1,0,0,0,1,0,0,0,0,0,0
14448_2#53,0,1,1,0,0,0,1,0,0,1,0,0,0
14448_2#54,0,1,1,0,0,0,0,0,0,1,0,0,0
14448_2#55,0,1,0,0,0,0,0,0,0,0,0,0,0
14448_2#56,1,1,1,1,0,0,0,0,0,1,0,0,0
14448_2#57,0,1,1,0,0,0,1,1,0,1,0,0,0
14448_2#58,0,1,1,0,0,0,0,0,0,1,0,0,0
14448_2#59,1,1,1,0,0,0,1,0,0,1,0,0,1
14448_2#6,0,1,1,0,0,0,1,0,0,0,0,0,0
14448_2#60,0,1,1,0,0,0,1,0,0,0,0,0,0
14448_2#61,0,1,1,0,0,0,0,0,0,1,0,0,0
14448_2#62,1,1,1,1,0,0,1,0,0,1,0,0,0
14448_2#63,0,1,1,0,0,0,0,0,0,1,0,0,0
14448_2#64,1,1,1,1,0,0,1,0,0,1,0,0,0
14448_2#65,0,1,1,1,0,0,1,0,0,0,0,0,0
14448_2#67,0,1,1,0,0,0,1,0,0,1,0,0,0
14448_2#68,0,1,1,0,0,0,0,0,0,1,0,0,0
14448_2#69,1,1,1,1,0,0,1,0,0,1,0,0,0
14448_2#7,0,1,1,0,0,0,1,0,0,1,0,0,1
14448_2#70,0,1,1,1,0,0,0,0,0,0,0,0,0
14448_2#71,0,1,1,0,0,0,0,0,0,0,0,0,0
14448_2#72,0,1,1,1,0,0,1,0,0,1,0,0,0
14448_2#73,0,1,1,0,0,0,0,0,0,0,0,0,0
14448_2#74,0,1,1,0,0,0,1,0,0,1,0,0,0
14448_2#75,0,1,1,0,0,0,0,0,0,1,0,0,0
14448_2#76,0,1,1,0,0,0,0,0,0,1,0,0,0
14448_2#77,0,1,1,0,0,0,0,0,0,1,0,0,0
14448_2#78,0,1,1,0,0,0,0,0,0,0,0,0,1
14448_2#79,0,1,1,0,0,0,1,0,0,1,0,0,0
14448_2#8,0,1,1,0,0,0,1,0,0,1,0,0,0
14448_2#80,0,1,1,0,0,0,1,0,0,1,0,0,0
14448_2#81,0,1,1,0,0,0,0,0,0,1,0,0,0
14448_2#82,0,1,1,0,0,0,1,0,0,1,0,0,0
14448_2#83,0,1,1,1,0,0,1,1,0,1,0,0,0
14448_2#84,0,1,1,0,0,0,0,0,0,1,0,0,0
14448_2#85,0,1,1,0,0,0,1,0,0,1,0,0,0
14448_2#86,0,1,1,0,0,0,1,0,0,1,0,1,1
14448_2#87,0,1,1,0,0,0,1,0,0,1,0,1,1
14448_2#88,0,1,1,0,0,0,0,0,0,1,0,0,0
14448_2#89,0,1,1,0,0,0,1,0,0,1,0,0,0
14448_2#9,1,1,1,1,0,0,0,0,0,1,0,0,0
14448_2#90,0,1,1,0,0,0,0,0,0,0,0,0,1
14448_3#1,0,1,1,0,0,0,1,0,0,0,0,0,0
14448_3#10,0,1,1,1,0,0,0,0,0,1,0,0,0
14448_3#11,0,1,1,1,0,0,0,0,0,0,0,0,0
14448_3#13,0,1,1,0,0,0,1,0,0,1,0,0,0
14448_3#14,0,1,1,0,0,0,0,0,0,1,0,0,0
14448_3#15,1,1,1,0,0,0,1,1,0,1,0,1,1
14448_3#17,0,1,1,0,0,0,1,0,0,1,0,0,0
14448_3#18,0,1,1,0,0,0,1,0,0,1,0,0,0
14448_3#19,0,1,1,0,0,0,0,0,0,1,0,0,0
14448_3#2,0,1,1,0,0,0,0,0,0,1,0,0,0
14448_3#20,0,1,1,0,0,0,1,0,0,0,0,0,0
14448_3#21,1,1,1,1,0,0,0,0,0,1,0,1,0
14448_3#22,0,1,1,0,0,0,0,0,0,1,0,0,0
14448_3#24,0,1,1,0,0,0,1,0,0,1,0,0,0
14448_3#25,1,1,1,1,0,0,1,0,0,1,0,0,0
14448_3#26,0,1,1,1,0,0,0,0,0,0,0,0,0
14448_3#27,0,1,1,0,0,0,1,0,0,1,0,1,0
14448_3#28,0,1,1,0,0,0,1,0,0,1,0,0,0
14448_3#29,0,1,1,0,0,0,1,0,0,1,0,0,0
14448_3#3,0,1,1,0,0,0,0,0,0,1,0,1,0
14448_3#30,0,1,1,0,0,0,0,0,0,1,0,0,0
14448_3#31,0,1,0,0,0,0,0,0,0,1,0,0,1
14448_3#32,0,1,1,0,0,0,1,0,0,1,0,1,0
14448_3#33,0,1,1,0,0,0,1,0,0,1,0,0,0
14448_3#34,0,1,1,0,0,0,0,0,0,1,0,0,1
14448_3#35,1,1,1,1,0,0,1,0,0,1,0,0,0
14448_3#36,0,1,1,0,0,0,1,0,0,1,0,1,1
14448_3#37,0,1,1,0,0,0,1,0,0,1,0,0,0
14448_3#39,0,1,1,0,0,0,1,0,0,1,0,0,0
14448_3#4,0,1,1,1,0,0,0,0,0,0,0,0,0
14448_3#40,0,1,1,0,0,0,1,0,0,1,0,0,0
14448_3#41,1,1,1,0,0,0,1,1,0,1,0,1,1
14448_3#42,0,1,1,0,0,0,1,0,0,1,0,0,0
14448_3#43,0,1,1,0,0,0,1,0,0,1,0,0,0
14448_3#44,0,1,1,0,0,0,0,0,0,1,0,0,0
14448_3#45,0,1,1,0,0,0,1,0,0,1,0,0,0
14448_3#46,0,1,1,0,0,0,0,0,0,1,0,0,0
14448_3#47,0,1,1,0,0,0,1,0,0,1,0,0,0
14448_3#48,0,1,1,0,0,0,0,0,0,1,0,0,0
14448_3#49,0,1,1,0,0,0,1,0,0,1,0,0,0
14448_3#5,0,1,1,0,0,0,1,1,0,1,0,0,1
14448_3#50,0,1,1,1,0,0,0,0,0,1,0,0,0
14448_3#51,0,1,1,0,0,0,1,0,0,1,0,0,0
14448_3#52,0,1,1,0,0,0,1,0,0,1,0,0,0
14448_3#54,0,1,1,1,0,0,0,0,0,1,0,0,1
14448_3#55,0,1,1,0,0,0,1,0,0,1,0,0,0
14448_3#56,0,1,1,0,0,0,1,0,0,1,0,0,0
14448_3#57,0,1,1,0,0,0,0,0,0,1,0,0,0
14448_3#59,0,1,1,0,0,0,0,0,0,1,0,0,0
14448_3#6,0,1,1,0,0,0,0,0,0,1,0,0,0
14448_3#60,0,1,1,0,0,0,1,0,0,1,0,0,0
14448_3#62,0,1,1,0,0,0,0,0,0,1,0,0,0
14448_3#63,0,1,1,0,0,0,0,0,0,1,0,1,0
14448_3#64,1,1,1,0,0,0,1,0,0,1,0,0,1
14448_3#65,0,1,1,0,0,0,0,0,0,1,0,0,0
14448_3#66,0,1,1,0,0,0,0,0,0,1,0,0,0
14448_3#67,0,1,1,0,0,0,1,0,0,1,0,0,0
14448_3#68,0,1,1,1,0,0,0,0,0,1,0,0,0
14448_3#69,0,1,1,0,0,0,0,0,0,1,0,0,0
14448_3#7,0,1,1,1,0,0,1,0,0,1,0,1,0
14448_3#70,1,1,1,1,0,0,0,0,0,1,0,0,0
14448_3#71,0,1,1,0,0,0,1,0,0,1,0,0,0
14448_3#72,0,1,1,0,0,0,0,0,0,1,0,0,0
14448_3#73,0,1,1,0,0,0,0,0,0,1,0,0,0
14448_3#75,0,1,1,0,0,0,0,0,0,1,0,0,1
14448_3#76,0,1,1,0,0,0,1,0,0,1,0,0,0
14448_3#77,0,1,1,0,0,0,0,0,0,1,0,0,0
14448_3#78,0,1,1,0,0,0,0,0,0,1,0,0,0
14448_3#79,0,1,1,0,0,0,1,0,0,1,0,0,0
14448_3#8,0,1,1,0,0,0,0,0,0,1,0,0,0
14448_3#80,0,1,1,0,0,0,1,0,0,1,0,1,1
14448_3#81,0,1,1,0,0,0,0,0,0,0,0,0,0
14448_3#82,0,1,1,0,0,0,0,0,0,0,0,0,0
14448_3#83,0,1,1,0,0,0,1,0,0,1,0,0,0
14448_3#84,0,1,1,0,0,0,1,0,0,1,0,0,0
14448_3#85,0,1,1,0,0,0,1,0,0,1,0,1,0
14448_3#86,0,1,1,0,0,0,1,0,0,1,0,0,0
14448_3#87,0,1,1,0,0,0,1,0,0,1,0,0,0
14448_3#88,0,1,1,0,0,0,1,0,0,1,0,0,0
14448_3#9,0,1,1,1,0,0,1,0,0,1,0,0,0
14448_3#90,0,1,1,0,0,0,0,0,0,0,0,0,0
14448_4#13,0,1,1,0,0,0,0,0,0,1,0,0,0
14448_4#14,0,1,1,0,0,0,0,0,0,1,0,0,0
14448_4#22,0,1,1,0,0,0,1,0,0,1,0,0,0
14448_4#23,0,1,1,0,0,0,1,0,0,1,0,0,0
14448_4#24,0,1,1,0,0,0,1,0,0,1,0,0,0
14448_4#25,0,1,1,0,0,0,1,0,0,1,0,1,0
14448_4#26,0,1,1,0,0,0,1,0,0,1,0,0,0
14448_4#27,1,1,1,0,0,0,1,0,0,1,0,0,0
14448_4#28,0,1,1,0,0,0,0,0,0,1,0,0,0
14448_4#29,0,1,1,0,0,0,0,0,0,0,0,0,0
14448_4#30,0,1,1,1,0,0,0,0,0,0,0,0,0
14448_4#31,0,1,1,0,0,0,1,0,0,1,0,0,0
14448_4#32,0,1,1,0,0,0,1,0,0,1,0,0,0
14448_4#33,0,1,1,0,0,0,1,0,0,1,0,0,1
14448_4#34,1,1,1,0,0,0,1,0,0,1,0,0,1
14448_4#35,0,1,1,0,0,0,1,0,0,1,0,0,0
14448_4#36,0,1,1,0,0,0,0,0,0,1,0,0,0
14448_4#37,0,1,1,0,0,0,1,0,0,1,0,0,0
14448_4#38,0,1,1,0,0,0,1,0,0,1,0,0,0
14448_4#40,0,1,1,0,0,0,1,0,0,1,0,0,0
14448_4#42,0,1,1,0,0,0,0,0,0,1,0,0,0
14448_4#43,0,1,1,0,0,0,0,0,0,0,0,0,0
14448_4#44,0,1,1,0,0,0,0,0,0,1,0,1,0
14448_4#45,0,1,1,0,0,0,1,1,0,1,0,0,1
14448_4#46,0,1,1,1,0,0,1,0,0,1,0,1,0
14448_4#47,0,1,1,1,0,0,0,0,0,1,0,1,0
14448_4#49,1,1,1,0,0,0,1,0,0,1,0,1,1
14448_4#50,0,1,1,0,0,0,0,0,0,1,0,0,0
14448_4#51,0,1,1,0,0,0,0,0,0,1,0,0,1
14448_4#52,0,1,1,0,0,0,1,0,0,1,0,0,0
14448_4#53,0,1,1,1,0,0,0,0,0,1,0,0,1
14448_4#55,0,1,1,0,0,0,0,0,0,0,0,0,0
14448_4#56,0,1,1,0,0,0,1,0,0,1,0,0,0
14448_4#58,0,1,1,1,0,0,0,0,0,0,0,0,0
14448_4#6,0,1,1,0,0,0,0,0,0,1,0,0,0
14448_4#7,0,1,1,0,0,0,1,0,0,1,0,0,0
14448_4#8,0,1,1,0,0,0,1,1,0,1,0,0,1
14448_4#9,0,1,0,0,0,0,1,0,0,0,0,0,0
14555_7#1,0,1,1,0,0,0,0,0,0,1,0,0,0
14555_7#10,0,1,1,0,0,0,1,0,0,0,0,0,0
14555_7#11,0,1,1,0,0,0,1,0,0,0,0,0,0
14555_7#12,1,1,1,1,0,0,1,0,0,1,0,1,0
14555_7#13,1,1,1,1,0,0,1,0,0,1,0,0,0
14555_7#14,0,1,1,0,0,0,1,0,0,1,0,1,0
14555_7#15,0,1,1,0,0,0,1,0,0,1,0,0,0
14555_7#16,0,1,1,0,0,0,0,0,0,1,0,0,0
14555_7#17,0,1,1,0,0,0,1,0,0,0,0,0,0
14555_7#18,0,1,1,0,0,0,1,0,0,1,0,1,0
14555_7#19,0,1,1,1,0,0,0,0,0,0,0,0,0
14555_7#2,1,1,1,1,0,0,1,0,0,1,0,0,0
14555_7#20,0,1,1,0,0,0,0,0,0,1,0,0,0
14555_7#21,0,1,1,0,0,0,1,0,0,0,0,1,0
14555_7#22,0,1,1,0,0,0,0,0,0,1,0,0,0
14555_7#23,0,1,1,0,0,0,1,0,0,1,0,0,0
14555_7#24,0,1,1,0,0,0,0,0,0,1,0,0,0
14555_7#25,0,1,1,0,0,0,0,0,0,1,0,0,1
14555_7#26,0,1,1,0,0,0,1,0,0,1,1,0,0
14555_7#27,0,1,1,0,0,0,1,0,0,1,0,0,0
14555_7#28,0,1,1,0,0,0,0,0,0,1,0,1,0
14555_7#29,0,1,1,0,0,0,0,0,0,1,0,0,0
14555_7#3,0,1,1,0,0,0,0,0,0,1,0,0,0
14555_7#30,0,1,1,0,0,0,0,0,0,0,0,0,1
14555_7#31,0,1,1,0,0,0,1,1,0,1,0,0,0
14555_7#32,0,1,1,0,0,0,1,0,0,0,0,0,0
14555_7#33,0,1,1,1,0,0,1,0,0,0,0,0,0
14555_7#34,0,1,1,0,0,0,0,0,0,0,0,0,0
14555_7#35,0,1,1,0,0,0,1,0,0,1,0,1,1
14555_7#36,0,1,1,0,0,0,0,0,0,1,0,0,0
14555_7#37,0,1,1,0,0,0,1,0,0,1,0,0,0
14555_7#38,0,1,1,0,0,0,1,0,0,1,0,0,0
14555_7#39,0,1,1,0,0,0,0,0,0,1,0,0,0
14555_7#4,0,1,1,1,0,0,0,0,0,0,0,0,0
14555_7#40,0,1,1,0,0,0,1,0,0,1,0,1,1
14555_7#41,0,1,1,0,0,0,1,0,0,1,0,0,0
14555_7#42,0,1,1,0,0,0,1,0,0,1,0,1,0
14555_7#43,0,1,1,0,0,0,1,0,0,1,0,0,0
14555_7#44,0,1,1,0,0,0,1,0,0,1,0,0,0
14555_7#45,0,1,1,0,0,0,1,0,0,1,0,0,0
14555_7#46,0,1,1,0,0,0,1,0,0,1,0,0,0
14555_7#47,0,1,1,1,0,0,0,0,0,0,0,1,0
14555_7#48,1,1,1,1,0,0,1,0,0,1,0,0,0
14555_7#49,0,1,1,1,0,0,1,0,0,1,0,0,0
14555_7#5,0,1,1,0,0,0,1,0,0,0,0,0,0
14555_7#50,0,1,1,0,0,0,0,0,0,1,0,0,0
14555_7#51,0,1,1,0,0,0,0,0,0,1,0,0,0
14555_7#52,0,1,1,1,0,0,1,0,0,1,0,0,0
14555_7#53,0,1,1,0,0,0,1,0,0,0,0,0,0
14555_7#54,0,1,1,1,0,0,1,0,0,1,0,0,0
14555_7#55,0,1,1,0,0,0,0,0,0,1,0,0,0
14555_7#56,0,1,1,0,0,0,0,0,0,1,0,0,0
14555_7#57,1,1,1,1,0,0,1,0,0,1,0,0,0
14555_7#58,0,1,1,0,0,0,0,0,0,1,0,0,0
14555_7#59,0,1,1,0,0,0,1,0,0,1,0,0,0
14555_7#6,1,1,1,0,0,0,1,0,0,1,0,0,1
14555_7#60,0,1,1,0,0,0,0,0,0,1,0,0,0
14555_7#62,0,1,1,0,0,0,1,0,0,0,0,1,0
14555_7#63,0,1,1,0,0,0,0,0,0,1,0,0,1
14555_7#64,0,1,1,0,0,0,1,0,0,1,0,0,0
14555_7#65,0,1,1,0,0,0,1,0,0,1,0,0,0
14555_7#66,1,1,1,0,0,0,1,0,0,1,0,1,1
14555_7#67,1,1,1,0,0,0,1,0,0,1,0,1,1
14555_7#68,0,1,1,0,0,0,1,0,0,1,0,0,0
14555_7#69,1,1,1,1,0,0,1,0,0,1,0,0,0
14555_7#7,0,1,1,0,0,0,1,0,0,1,0,1,0
14555_7#70,1,1,1,1,0,0,0,0,0,1,0,0,0
14555_7#71,0,1,1,0,0,0,1,0,0,1,0,0,0
14555_7#72,0,1,1,1,0,0,0,0,0,0,0,0,0
14555_7#73,0,1,1,0,0,0,0,0,0,1,0,0,0
14555_7#74,0,1,1,0,0,0,0,0,0,1,0,0,0
14555_7#75,0,1,1,0,0,0,1,0,0,1,0,0,0
14555_7#76,1,1,1,1,0,0,1,0,0,1,0,0,0
14555_7#77,0,1,1,0,0,0,1,0,0,1,0,0,0
14555_7#78,0,1,1,0,0,0,0,0,0,1,0,0,1
14555_7#79,0,1,1,0,0,0,0,0,0,1,0,0,0
14555_7#8,0,1,1,0,0,0,0,0,0,0,0,0,0
14555_7#80,0,1,1,0,0,0,0,0,0,0,0,0,1
14555_7#81,0,1,1,0,0,0,1,0,0,1,0,0,0
14555_7#82,1,1,1,1,0,0,1,0,0,1,0,0,0
14555_7#83,0,1,1,0,0,0,1,0,0,1,0,0,0
14555_7#84,0,1,1,0,0,0,1,0,0,1,0,0,0
14555_7#85,0,1,1,1,0,0,0,0,0,1,0,0,0
14555_7#86,0,1,1,0,0,0,1,0,0,1,0,0,0
14555_7#87,0,1,1,0,0,0,0,0,0,1,0,0,0
14555_7#88,0,1,1,0,0,0,1,0,0,1,0,0,0
14555_7#89,0,1,1,0,0,0,1,0,0,1,0,0,0
14555_7#9,0,1,1,0,0,0,0,0,0,1,0,0,0
14555_7#90,0,1,1,1,0,0,0,0,0,0,0,0,0
14623_2#1,0,1,1,0,0,0,0,0,0,0,0,0,0
14623_2#10,0,1,1,0,0,0,1,0,0,1,0,0,0
14623_2#11,0,1,1,0,0,0,1,0,0,1,0,0,0
14623_2#12,0,1,1,0,0,0,1,0,0,1,0,0,0
14623_2#13,1,1,1,1,0,0,0,0,0,1,0,0,0
14623_2#14,0,1,1,0,0,0,1,0,0,0,0,0,0
14623_2#15,0,1,1,0,0,0,1,0,0,1,0,0,0
14623_2#16,0,1,1,0,0,0,0,0,0,1,0,1,0
14623_2#17,0,1,1,0,0,0,1,0,0,1,0,0,0
14623_2#19,0,1,1,1,0,0,1,0,0,1,0,0,0
14623_2#2,0,1,1,1,0,0,0,0,0,1,0,0,0
14623_2#20,0,1,1,0,0,0,1,0,0,1,0,0,0
14623_2#21,1,1,1,0,0,0,1,0,0,0,1,1,1
14623_2#22,0,1,1,0,0,0,0,0,0,0,0,0,0
14623_2#23,0,1,1,0,0,0,1,0,0,1,0,0,0
14623_2#24,1,1,1,1,0,0,1,0,0,1,0,0,0
14623_2#25,0,1,1,1,0,0,1,0,0,1,0,1,1
14623_2#27,0,1,1,0,0,0,0,0,0,1,0,0,0
14623_2#28,0,1,0,1,0,0,1,0,0,0,0,0,0
14623_2#29,0,1,1,0,0,0,0,0,0,1,0,0,0
14623_2#3,0,1,1,0,0,0,0,0,0,1,0,0,0
14623_2#30,0,1,1,0,0,0,1,0,0,1,0,0,0
14623_2#31,0,1,1,0,0,0,0,0,0,1,0,0,0
14623_2#32,1,1,1,0,0,0,1,0,0,1,0,1,1
14623_2#33,0,1,1,0,0,0,0,0,0,1,0,0,0
14623_2#35,0,1,1,0,0,0,1,0,0,1,0,0,0
14623_2#36,0,1,1,1,0,0,1,1,0,1,0,0,0
14623_2#37,0,1,1,0,0,0,1,0,0,1,0,0,0
14623_2#38,0,1,1,0,0,0,1,0,0,1,0,0,0
14623_2#39,0,1,1,0,0,0,1,0,0,1,0,1,1
14623_2#4,0,1,1,0,0,0,0,0,0,1,0,0,0
14623_2#40,0,1,1,0,0,0,0,0,0,1,0,0,0
14623_2#41,0,1,1,0,0,0,1,0,0,1,0,0,0
14623_2#42,0,1,1,0,0,0,1,0,0,1,0,0,0
14623_2#43,0,1,1,0,0,0,1,0,0,1,0,0,0
14623_2#44,0,1,1,0,0,0,0,0,0,1,0,1,0
14623_2#45,0,1,1,0,0,0,1,0,0,1,0,0,0
14623_2#46,0,1,1,0,0,0,0,0,0,1,0,0,0
14623_2#47,1,1,1,1,0,0,1,0,0,1,0,1,0
14623_2#48,0,1,1,0,0,0,1,0,0,1,0,0,0
14623_2#49,0,1,1,0,0,0,1,0,0,1,0,0,0
14623_2#5,0,1,1,0,0,0,1,0,0,1,0,0,0
14623_2#50,0,1,1,0,0,0,0,0,0,1,0,1,0
14623_2#51,0,1,1,0,0,0,0,0,0,1,0,0,0
14623_2#52,0,1,1,0,0,0,0,0,0,1,0,0,0
14623_2#53,0,1,1,0,0,0,1,0,0,1,0,0,0
14623_2#54,0,1,1,0,0,0,0,0,0,1,0,0,0
14623_2#55,0,1,1,0,0,0,0,0,0,0,0,0,0
14623_2#56,0,1,1,0,0,0,0,0,0,0,0,0,0
14623_2#57,0,1,1,1,0,0,0,0,0,0,0,0,0
14623_2#58,0,1,1,0,0,0,1,0,0,1,0,1,0
14623_2#59,0,1,1,0,0,0,0,0,0,1,0,0,0
14623_2#6,0,1,1,0,0,0,0,0,0,1,0,1,0
14623_2#60,1,1,1,1,0,0,0,0,0,1,0,0,0
14623_2#61,0,1,1,0,0,0,1,0,0,1,0,0,0
14623_2#62,0,1,1,0,0,0,0,0,0,1,0,0,0
14623_2#63,0,1,1,1,0,0,1,0,0,0,0,0,0
14623_2#64,0,1,1,0,0,0,0,0,0,1,0,0,0
14623_2#65,0,1,1,0,0,0,1,0,0,1,0,0,0
14623_2#66,0,1,1,1,0,0,1,0,0,0,0,0,0
14623_2#67,0,1,1,0,0,0,0,0,1,1,1,1,0
14623_2#68,0,1,1,1,0,0,1,1,0,1,0,0,0
14623_2#69,0,1,1,0,0,0,1,0,0,1,0,0,0
14623_2#7,0,1,1,0,0,0,1,0,0,1,0,1,0
14623_2#70,0,1,1,0,0,0,0,0,0,1,0,1,0
14623_2#71,0,1,1,0,0,0,1,0,0,1,0,0,0
14623_2#72,0,1,1,0,0,0,1,0,0,1,0,0,0
14623_2#73,1,1,1,0,0,0,0,0,0,1,0,0,1
14623_2#74,0,1,1,0,0,0,0,0,0,1,0,0,0
14623_2#75,0,1,1,1,0,0,1,0,0,1,0,0,0
14623_2#76,0,1,1,0,0,0,0,0,0,0,0,0,1
14623_2#77,0,1,1,0,0,0,0,0,0,0,0,0,0
14623_2#78,0,1,1,0,0,0,0,0,0,1,0,0,0
14623_2#79,0,1,1,0,0,0,1,1,0,1,0,0,0
14623_2#8,0,1,1,0,0,0,1,0,0,1,0,1,0
14623_2#80,0,1,1,0,0,0,0,0,0,1,0,0,0
14623_2#81,0,1,1,0,0,0,0,0,0,1,0,0,0
14623_2#82,0,1,1,0,0,0,1,0,0,1,0,0,0
14623_2#83,0,1,1,0,0,0,0,0,0,1,0,0,0
14623_2#84,0,1,0,0,0,0,0,0,0,0,0,0,0
14623_2#85,0,1,1,0,0,0,1,0,0,1,0,1,0
14623_2#86,0,1,1,0,0,0,0,0,0,1,0,1,0
14623_2#87,0,1,1,0,0,0,0,0,0,1,0,0,0
14623_2#88,0,1,1,0,0,0,0,0,0,1,0,0,0
14623_2#89,1,1,1,1,0,0,1,0,0,1,0,1,0
14623_2#9,0,1,1,0,0,0,0,0,0,1,0,0,0
14623_2#90,0,1,1,0,0,0,1,0,0,1,0,0,0
14623_3#1,0,1,1,0,0,0,0,0,0,1,0,0,0
14623_3#10,0,1,1,0,0,0,1,0,0,1,0,0,0
14623_3#11,0,1,1,0,0,0,1,0,0,1,0,1,1
14623_3#12,0,1,1,1,0,0,1,0,0,0,0,0,0
14623_3#13,0,1,1,1,0,0,0,0,0,1,0,0,0
14623_3#14,0,1,1,0,0,0,1,0,0,1,0,0,0
14623_3#15,1,1,1,1,1,0,1,0,0,1,1,1,1
14623_3#16,0,1,1,0,0,0,1,0,0,1,0,0,0
14623_3#17,0,1,0,1,0,0,0,0,0,0,0,0,0
14623_3#18,0,1,1,0,0,0,1,0,0,1,0,1,0
14623_3#19,0,1,0,1,0,0,0,0,0,0,0,0,0
14623_3#2,1,1,1,1,0,0,1,0,0,1,0,0,0
14623_3#20,0,1,1,0,0,0,1,1,0,1,0,0,0
14623_3#21,0,1,1,0,0,0,0,0,0,1,0,0,0
14623_3#22,0,1,1,0,0,0,0,0,0,1,0,0,0
14623_3#23,0,1,1,0,0,0,0,0,0,0,0,0,0
14623_3#24,0,1,1,0,0,0,0,0,0,1,0,0,1
14623_3#25,0,1,1,1,0,0,1,0,0,1,0,0,0
14623_3#26,0,1,1,1,0,0,1,0,0,0,0,1,1
14623_3#27,0,1,1,1,0,0,0,0,0,1,0,0,0
14623_3#28,0,1,1,1,0,0,0,0,0,0,0,0,0
14623_3#29,0,1,1,1,0,0,0,0,0,1,0,0,0
14623_3#3,0,1,1,0,0,0,1,1,0,1,0,0,1
14623_3#30,0,1,1,0,0,0,1,0,0,1,0,0,0
14623_3#31,0,1,1,0,0,0,0,0,0,1,0,0,0
14623_3#32,0,1,1,0,0,0,0,0,0,0,0,0,1
14623_3#33,0,1,1,0,0,0,0,0,0,1,0,0,1
14623_3#34,0,1,1,0,0,0,0,0,0,1,0,0,0
14623_3#35,0,1,1,0,0,0,0,0,0,1,0,0,0
14623_3#36,0,1,1,0,0,0,1,0,0,1,0,0,1
14623_3#37,0,1,1,0,0,0,0,0,0,0,0,0,0
14623_3#38,0,1,1,0,0,0,0,0,0,0,0,0,0
