ID,GEN,PEN,MET,FUS,TEI,VAN,Ery,CLI,LIN,CIP,RIF,TET,TMP
14324_8#33,0,1,1,1,0,0,0,0,0,0,0,0,0
14324_8#34,1,1,1,1,0,0,1,0,0,1,0,0,0
14324_8#35,0,1,1,0,0,0,1,0,0,1,0,0,0
14324_8#36,0,1,1,0,0,0,0,0,0,1,0,0,0
14324_8#37,0,1,1,1,0,0,0,0,0,0,0,0,0
14324_8#38,0,1,1,0,0,0,1,1,0,1,0,0,0
14324_8#39,0,1,1,0,0,0,1,1,0,1,0,1,0
14324_8#4,0,1,1,0,0,0,0,0,0,1,0,0,0
14324_8#40,0,1,1,1,0,0,1,0,0,1,0,0,0
14324_8#41,0,1,1,0,0,0,0,0,0,1,0,0,0
14324_8#42,0,1,1,0,0,0,1,0,0,0,0,0,0
14324_8#43,0,1,1,0,0,0,0,0,0,0,0,0,0
14324_8#44,0,1,1,0,0,0,0,0,0,0,0,0,0
14324_8#45,0,1,1,0,0,0,1,0,0,1,0,0,0
14324_8#46,0,1,1,0,0,0,0,0,0,1,0,0,0
14324_8#47,0,1,1,0,0,0,1,0,0,1,0,0,0
14324_8#48,0,1,1,0,0,0,1,1,0,0,0,0,0
14324_8#49,0,1,1,0,0,0,0,0,0,0,0,0,0
14324_8#5,0,1,1,0,0,0,0,0,0,1,0,0,0
14324_8#50,0,1,1,0,0,0,0,0,0,1,0,0,1
14324_8#51,0,1,1,0,0,0,0,0,0,1,0,0,1
14324_8#52,0,1,1,1,0,0,1,0,0,0,0,0,0
14324_8#53,0,1,1,0,0,0,1,0,0,1,0,0,0
14324_8#54,0,1,1,0,0,0,0,0,0,1,0,0,0
14324_8#55,0,1,1,0,0,0,1,0,0,0,0,0,0
14324_8#56,0,1,1,0,0,0,0,0,0,1,0,0,0
14324_8#57,0,1,1,0,0,0,1,0,0,1,0,0,0
14324_8#58,0,1,1,0,0,0,0,0,0,1,0,1,0
14324_8#59,0,1,1,0,0,0,0,0,0,0,0,1,0
14324_8#6,1,1,1,0,0,0,0,0,0,1,0,0,1
14324_8#60,0,1,1,1,0,0,1,0,0,1,0,0,0
14324_8#61,0,1,1,0,0,0,1,0,0,1,0,0,1
14324_8#62,0,1,1,0,0,0,1,0,0,1,0,0,0
14324_8#63,0,1,1,0,0,0,0,0,0,1,0,1,0
14324_8#64,0,1,1,0,0,0,0,0,0,0,0,0,0
14324_8#65,0,1,1,0,0,0,0,0,0,1,0,1,0
14324_8#66,0,1,1,1,0,0,1,0,0,1,0,0,0
14324_8#67,0,1,1,0,0,0,1,0,0,1,0,1,0
14324_8#68,0,1,1,0,0,0,1,0,0,1,0,0,0
14324_8#69,0,1,1,1,0,0,0,0,0,1,0,0,0
14324_8#7,0,1,1,0,0,0,1,0,0,1,0,0,0
14324_8#70,0,1,1,0,0,0,0,0,0,1,0,0,0
14324_8#72,0,1,0,0,0,0,1,0,0,1,0,0,1
14324_8#73,0,1,1,0,0,0,0,0,0,1,0,0,0
14324_8#74,0,1,1,0,0,0,0,0,0,1,0,0,1
14324_8#75,1,1,1,1,0,0,1,0,0,1,0,1,0
14324_8#76,0,1,1,1,0,0,0,0,0,1,0,0,0
14324_8#77,0,1,1,0,0,0,0,0,0,1,0,0,0
14324_8#78,1,1,1,1,0,0,1,1,0,1,1,1,1
14324_8#79,0,1,1,0,0,0,0,0,0,1,0,0,0
14324_8#8,0,1,1,0,0,0,0,0,0,1,0,0,0
14324_8#80,0,1,1,0,0,0,0,0,0,1,0,1,0
14324_8#81,0,1,1,0,0,0,1,0,0,1,0,0,0
14324_8#82,0,1,1,0,0,0,0,0,0,1,0,1,0
14324_8#83,0,1,1,1,0,0,0,0,0,0,0,1,0
14324_8#84,0,1,1,1,0,0,0,0,0,0,0,0,0
14324_8#85,0,1,1,0,0,0,0,0,0,0,0,0,0
14324_8#86,0,1,1,0,0,0,1,0,0,1,0,0,0
14324_8#87,0,1,1,0,0,0,1,0,0,1,0,0,0
14324_8#88,0,1,1,0,0,0,1,1,0,1,0,1,1
14324_8#89,0,1,1,0,0,0,0,0,0,1,0,0,1
14324_8#9,0,1,1,0,0,0,0,0,0,1,0,0,0
14324_8#90,0,1,1,0,0,0,1,0,0,0,0,0,0
14355_1#1,0,1,1,0,0,0,0,0,0,0,0,0,0
14355_1#10,0,1,1,0,0,0,0,0,0,1,0,0,0
14355_1#11,0,1,1,1,0,0,0,0,0,0,0,0,0
14355_1#12,0,1,1,0,0,0,1,0,0,0,0,0,0
14355_1#13,0,1,1,0,0,0,0,0,0,0,0,0,0
14355_1#14,0,1,1,0,0,0,1,0,0,1,0,0,0
14355_1#15,0,1,1,0,0,0,1,0,0,1,0,0,0
14355_1#16,0,1,1,0,0,0,1,0,0,1,0,0,0
14355_1#17,0,1,1,0,0,0,0,0,0,1,0,0,0
14355_1#18,0,1,1,0,0,0,0,0,0,1,0,0,0
14355_1#19,0,1,1,0,0,0,1,1,0,1,0,0,0
14355_1#2,0,1,1,1,0,0,0,0,0,0,0,0,0
14355_1#20,0,1,1,0,0,0,1,0,0,1,0,0,0
14355_1#21,0,1,1,0,0,0,0,0,0,1,0,0,1
14355_1#22,0,1,1,0,0,0,1,0,0,1,0,0,0
14355_1#23,1,1,1,1,0,0,0,0,0,1,0,1,0
14355_1#24,0,1,1,0,0,0,1,1,0,1,0,0,1
14355_1#25,1,1,1,0,0,0,1,1,0,1,0,0,1
14355_1#26,0,1,1,0,0,0,1,0,0,1,0,1,0
14355_1#27,0,1,1,1,0,0,0,0,0,1,0,0,0
14355_1#28,0,1,1,0,0,0,0,0,0,1,0,0,0
14355_1#29,0,1,1,1,0,0,1,0,0,1,0,0,0
14355_1#3,0,1,1,0,0,0,0,0,0,0,0,0,0
14355_1#30,0,1,0,0,0,0,0,0,0,0,0,0,0
14355_1#31,0,1,1,0,0,0,0,0,0,1,0,0,0
14355_1#32,0,1,1,0,0,0,1,0,0,1,0,0,0
14355_1#33,0,1,1,0,0,0,1,0,0,1,0,0,0
14355_1#34,0,1,1,1,0,0,0,0,0,1,0,0,0
14355_1#35,0,1,1,1,0,0,1,0,0,0,0,0,0
14355_1#36,0,1,1,0,0,0,0,0,0,0,0,0,0
14355_1#37,0,1,1,0,0,0,0,0,0,1,0,0,0
14355_1#38,0,1,1,1,0,0,1,0,0,1,0,0,0
14355_1#39,0,1,1,0,0,0,0,0,0,1,0,0,0
14355_1#4,0,1,1,0,0,0,0,0,0,0,0,0,0
14355_1#40,0,1,1,0,0,0,0,0,0,1,0,0,0
14355_1#41,0,1,1,1,0,0,0,0,0,0,0,0,0
14355_1#43,0,1,1,0,0,0,1,0,0,1,0,0,0
14355_1#44,0,1,1,1,0,0,0,0,0,0,0,0,0
14355_1#45,0,1,1,0,0,0,0,0,0,0,0,0,0
14355_1#46,0,1,1,0,0,0,0,0,0,1,0,0,0
14355_1#47,0,1,1,0,0,0,0,0,0,1,0,0,0
14355_1#48,0,1,1,0,0,0,0,0,0,1,0,0,0
14355_1#49,0,1,1,0,0,0,0,0,0,1,0,0,0
14355_1#5,0,1,1,1,0,0,0,0,0,0,0,0,0
14355_1#50,0,1,1,0,0,0,0,0,0,1,0,0,0
14355_1#51,0,1,1,0,0,0,1,0,0,1,0,0,0
14355_1#52,0,1,1,0,0,0,0,0,0,1,0,0,1
14355_1#53,0,1,1,0,0,0,0,0,0,1,0,0,0
14355_1#54,0,1,1,0,0,0,1,0,0,1,0,0,0
14355_1#55,0,1,1,0,0,0,0,0,0,1,0,0,0
14355_1#56,0,1,1,0,0,0,1,1,0,1,0,0,0
14355_1#57,0,1,1,0,0,0,1,0,0,1,0,0,0
14355_1#58,0,1,1,0,0,0,1,0,0,1,0,0,0
14355_1#59,0,1,1,0,0,0,1,0,0,1,0,0,0
14355_1#6,0,1,1,0,0,0,1,0,0,1,0,0,0
14355_1#60,0,1,1,0,0,0,0,0,0,0,0,0,0
14355_1#61,1,1,1,0,0,0,1,0,0,1,0,0,0
14355_1#62,0,1,1,0,0,0,0,0,0,1,0,0,0
14355_1#63,0,1,1,0,0,0,1,0,0,1,0,1,0
14355_1#64,0,1,1,0,0,0,1,0,0,0,0,0,1
14355_1#65,0,1,1,1,0,0,0,0,0,1,0,0,0
14355_1#66,0,1,1,0,0,0,0,0,0,0,0,0,0
14355_1#67,0,1,1,0,0,0,0,0,0,0,0,0,0
14355_1#68,0,1,1,0,0,0,1,1,0,1,0,0,0
14355_1#69,0,1,1,1,0,0,0,0,0,1,0,1,0
14355_1#7,1,1,1,1,0,0,1,0,0,1,0,0,0
14355_1#70,0,1,1,0,0,0,1,0,0,0,0,0,0
14355_1#71,0,1,1,1,0,0,0,0,0,0,0,0,0
14355_1#72,0,1,1,0,0,0,1,0,0,1,0,0,0
14355_1#73,0,1,1,1,0,0,0,0,0,1,0,1,0
14355_1#74,0,1,1,0,0,0,1,0,0,1,0,0,0
14355_1#75,0,1,1,0,0,0,0,0,0,1,0,0,0
14355_1#76,0,1,1,0,0,0,0,0,0,1,0,0,0
14355_1#77,0,1,1,0,0,0,0,0,0,1,0,0,0
14355_1#78,0,1,1,1,0,0,0,0,0,0,0,0,0
14355_1#79,0,1,1,0,0,0,0,0,0,1,0,0,0
14355_1#8,0,1,1,0,0,0,0,0,0,1,0,0,0
14355_1#80,0,1,1,0,0,0,1,0,0,1,0,0,0
14355_1#81,0,1,1,0,0,0,1,0,0,1,0,0,0
14355_1#82,0,1,1,1,0,0,0,0,0,0,0,1,0
14355_1#83,0,1,1,0,0,0,1,0,0,1,0,0,0
14355_1#84,0,1,1,0,0,0,1,0,0,1,0,1,0
14355_1#85,0,1,1,0,0,0,0,0,0,1,0,0,0
14355_1#86,0,1,1,1,0,0,1,0,0,1,0,0,0
14355_1#87,0,1,1,0,0,0,0,0,0,1,0,0,0
14355_1#88,0,1,1,0,0,0,0,0,0,1,0,0,0
14355_1#89,0,1,1,0,0,0,1,0,0,1,0,0,0
14355_1#9,1,1,1,1,0,0,0,0,0,1,0,0,0
14355_1#90,0,1,1,0,0,0,0,0,0,1,0,0,0
14355_1#91,0,1,1,0,0,0,1,1,0,1,0,0,1
14355_1#92,0,1,1,0,0,0,0,0,0,1,0,0,0
14355_1#93,0,1,1,0,0,0,1,0,0,1,0,1,0
14355_1#94,0,1,1,0,0,0,1,0,0,1,0,0,0
14355_1#95,0,1,1,0,0,0,0,0,0,1,0,0,0
14355_2#1,0,1,1,1,0,0,1,0,0,1,0,0,0
14355_2#10,0,1,1,1,0,0,1,0,1,0,0,1,1
14355_2#11,0,1,1,0,0,0,0,0,0,1,0,0,1
14355_2#12,0,1,1,0,0,0,0,0,0,1,0,0,0
14355_2#13,0,1,1,0,0,0,0,0,0,1,0,0,0
14355_2#14,0,1,1,1,0,0,0,0,0,0,0,0,0
14355_2#15,0,1,1,0,0,0,0,0,0,1,0,0,0
14355_2#16,0,1,1,1,0,0,0,0,0,1,0,0,0
14355_2#17,0,1,1,0,0,0,1,0,0,1,0,0,0
14355_2#18,0,1,1,0,0,0,0,0,0,1,0,0,0
14355_2#19,0,1,1,0,0,0,0,0,0,0,0,0,0
14355_2#2,0,1,1,0,0,0,0,0,0,1,0,0,0
14355_2#20,0,1,1,0,0,0,1,0,0,1,0,0,0
14355_2#21,0,1,1,0,0,0,0,0,0,0,0,1,0
14355_2#22,0,1,1,0,0,0,0,0,0,1,0,0,0
14355_2#23,0,1,1,0,0,0,1,0,0,1,0,0,0
14355_2#24,0,1,1,1,0,0,0,0,0,1,0,0,0
14355_2#25,0,1,1,0,0,0,1,0,0,0,0,0,0
14355_2#26,0,1,1,1,0,0,0,0,0,0,0,0,0
14355_2#27,0,1,1,0,0,0,0,0,0,0,0,0,0
14355_2#28,1,1,1,1,0,0,1,0,0,1,0,0,0
14355_2#29,0,1,1,0,0,0,1,0,0,1,0,0,0
14355_2#3,0,1,1,0,0,0,0,0,0,1,0,0,0
14355_2#30,0,1,1,0,0,0,1,0,0,0,0,0,0
14355_2#31,0,1,1,0,0,0,0,0,0,1,0,0,0
14355_2#32,1,1,1,1,0,0,1,0,0,1,0,0,0
14355_2#33,0,1,1,0,0,0,0,0,0,1,0,0,1
14355_2#34,0,1,1,0,0,0,0,0,0,1,0,0,0
14355_2#35,0,1,1,0,0,0,0,0,0,1,0,0,0
14355_2#36,0,1,1,0,0,0,1,0,0,1,0,0,0
14355_2#37,0,1,1,0,0,0,0,0,0,1,0,0,0
14355_2#39,0,1,1,0,0,0,1,0,0,1,0,0,0
14355_2#4,0,1,1,0,0,0,0,0,0,1,0,0,0
14355_2#40,0,1,1,0,0,0,0,0,0,1,0,0,0
14355_2#41,0,1,1,0,0,0,0,0,0,1,0,0,0
14355_2#42,0,1,1,0,0,0,0,0,0,1,0,0,0
14355_2#43,0,1,1,0,0,0,0,0,0,1,0,0,0
14355_2#45,0,1,1,0,0,0,0,0,0,1,0,1,0
14355_2#46,0,1,1,1,0,0,0,0,0,0,0,0,0
14355_2#47,0,1,1,0,0,0,1,0,0,1,0,0,0
14355_2#48,0,1,1,0,0,0,1,1,0,1,0,1,0
14355_2#49,0,1,1,0,0,0,1,0,0,1,0,1,0
14355_2#5,0,1,1,0,0,0,0,0,0,1,0,0,1
14355_2#50,0,1,1,0,0,0,1,0,0,1,0,1,1
14355_2#51,0,1,1,0,0,0,0,0,0,1,0,0,0
14355_2#52,0,1,1,0,0,0,0,0,0,1,0,0,0
14355_2#53,0,1,1,0,0,0,1,0,0,1,0,0,0
14355_2#54,0,1,1,0,0,0,1,0,0,1,0,0,0
14355_2#55,0,1,1,0,0,0,0,0,0,1,0,0,0
14355_2#56,0,1,1,0,0,0,0,0,0,0,0,0,0
14355_2#57,0,1,1,0,0,0,0,0,0,0,0,0,0
14355_2#58,0,1,1,0,0,0,1,0,0,1,0,0,0
14355_2#59,1,1,1,0,0,0,1,0,0,1,0,0,0
14355_2#6,0,1,1,1,0,0,0,0,0,0,0,0,0
14355_2#60,0,1,1,0,0,0,1,0,0,1,0,0,0
14355_2#61,0,1,1,0,0,0,0,0,0,1,0,0,1
14355_2#62,0,1,1,0,0,0,0,0,0,1,0,0,0
14355_2#63,0,1,1,0,0,0,1,0,0,1,0,0,0
14355_2#64,0,1,1,0,0,0,0,0,0,1,0,0,0
14355_2#65,0,1,1,0,0,0,1,0,0,1,0,0,0
14355_2#66,0,1,1,0,0,0,0,0,0,1,0,0,0
14355_2#67,0,1,1,0,0,0,1,1,0,1,0,1,0
14355_2#68,0,1,1,1,0,0,1,0,0,0,0,0,0
14355_2#69,0,1,1,1,0,0,0,0,0,1,0,0,0
14355_2#7,1,1,1,1,0,0,1,0,0,1,0,0,0
14355_2#70,1,1,1,1,0,0,1,0,0,1,0,0,0
14355_2#71,0,1,1,0,0,0,0,0,0,0,0,0,0
14355_2#72,0,1,1,0,0,0,1,0,0,1,0,0,0
14355_2#73,1,1,1,0,0,0,1,0,0,1,1,0,0
14355_2#74,0,1,1,0,0,0,1,0,0,1,0,0,0
14355_2#75,0,1,1,1,0,0,1,0,0,1,0,1,1
14355_2#76,0,1,1,0,0,0,1,0,0,1,0,0,0
14355_2#77,0,1,1,0,0,0,1,0,0,1,0,0,0
14355_2#78,0,1,1,1,0,0,1,0,0,1,0,0,0
14355_2#79,0,1,1,0,0,0,1,0,0,0,0,0,0
14355_2#8,0,1,1,0,0,0,1,0,0,1,0,0,0
14355_2#80,0,1,1,0,0,0,1,0,0,1,0,0,0
14355_2#81,0,1,1,0,0,0,1,0,0,1,0,0,1
14355_2#82,1,1,1,1,0,0,1,0,0,1,0,0,0
14355_2#83,0,1,1,0,0,0,0,0,0,1,0,0,0
14355_2#84,0,1,1,0,0,0,1,0,0,1,0,0,0
14355_2#85,0,1,1,0,0,0,0,0,0,1,0,0,0
14355_2#86,0,1,1,0,0,0,1,0,0,1,0,0,0
14355_2#87,0,1,1,0,0,0,0,0,0,1,0,0,0
14355_2#88,0,1,1,0,0,0,0,0,0,1,0,0,0
14355_2#89,0,1,1,0,0,0,0,0,0,1,0,0,1
14355_2#9,0,1,1,0,0,0,0,0,0,0,0,0,0
14355_2#90,1,1,1,1,0,0,0,0,0,1,0,0,0
14355_2#91,0,1,1,0,0,0,1,1,0,1,0,1,0
14355_2#92,0,1,1,0,0,0,1,0,0,1,0,0,0
14355_2#93,0,1,1,0,0,0,0,0,0,1,0,0,0
14355_2#94,0,1,1,0,0,0,0,0,0,0,0,0,0
14412_8#1,0,1,1,0,0,0,1,0,0,1,0,0,0
14412_8#10,0,1,1,0,0,0,1,0,0,1,0,0,0
14412_8#11,0,1,1,0,0,0,0,0,0,1,0,0,0
14412_8#12,0,1,1,0,0,0,0,0,0,1,0,0,0
14412_8#13,1,1,1,1,0,0,1,0,0,1,0,0,0
14412_8#14,0,1,1,0,0,0,1,0,0,1,0,0,0
14412_8#15,0,1,1,0,0,0,0,0,0,1,0,0,0
14412_8#16,0,1,1,0,0,0,1,0,0,1,0,0,0
14412_8#17,0,1,1,0,0,0,1,0,0,1,0,0,0
14412_8#18,0,1,1,0,0,0,1,0,0,1,0,0,0
14412_8#19,0,1,0,1,0,0,0,0,0,0,0,0,0
14412_8#2,0,1,1,1,0,0,0,0,0,1,0,0,0
14412_8#20,0,1,1,0,0,0,1,0,0,1,0,0,0
14412_8#21,0,1,1,0,0,0,1,0,0,1,0,1,1
14412_8#22,0,1,1,1,0,0,1,0,0,0,0,0,0
14412_8#23,0,1,1,0,0,0,0,0,0,1,0,0,0
14412_8#24,1,1,1,1,0,0,0,0,0,0,0,1,0
14412_8#25,0,1,1,0,0,0,1,1,0,0,0,1,0
14412_8#26,0,1,1,0,0,0,0,0,0,1,0,0,0
14412_8#27,1,1,1,0,0,0,0,0,0,1,0,0,1
14412_8#28,0,1,1,0,0,0,1,0,0,1,0,0,0
14412_8#29,0,1,1,0,0,0,1,0,0,1,0,0,0
14412_8#3,0,1,1,0,0,0,0,0,0,1,0,0,0
14412_8#30,0,1,1,0,0,0,1,0,0,1,0,0,0
14412_8#31,0,1,1,0,0,0,0,0,0,1,1,0,0
14412_8#32,0,1,1,0,0,0,1,0,0,1,0,0,0
14412_8#33,0,1,1,1,0,0,0,0,0,0,0,1,0
14412_8#34,0,1,1,0,0,0,0,0,0,1,0,0,0
14412_8#35,0,1,1,0,0,0,1,0,0,1,0,0,0
14412_8#36,0,1,1,0,0,0,1,0,0,1,0,0,0
14412_8#37,0,1,0,0,0,0,1,0,0,1,0,0,0
14412_8#38,1,1,1,0,0,0,1,1,0,1,0,1,0
14412_8#39,0,1,1,0,0,0,0,0,0,1,0,0,0
14412_8#4,0,1,1,0,0,0,1,0,0,1,0,0,0
14412_8#40,0,1,1,0,0,0,1,0,0,1,0,1,0
14412_8#41,0,1,1,0,0,0,1,0,0,1,0,1,0
14412_8#42,0,1,1,1,0,0,0,0,0,0,0,0,0
14412_8#43,0,1,1,1,0,0,1,0,0,1,0,0,1
14412_8#44,1,1,1,0,0,0,0,0,0,1,0,0,1
14412_8#45,0,1,1,1,0,0,1,0,0,0,0,1,0
14412_8#46,0,1,1,0,0,0,0,0,0,1,0,0,0
14412_8#47,0,1,1,0,0,0,1,0,0,1,0,1,1
14412_8#48,0,1,1,0,0,0,0,0,0,1,0,0,0
14412_8#49,0,1,1,0,0,0,1,0,0,1,0,0,0
14412_8#5,0,1,1,1,0,0,0,0,0,0,0,0,0
14412_8#50,0,1,1,0,0,0,0,0,0,1,0,0,0
14412_8#51,0,1,1,0,0,0,0,0,0,0,0,0,0
14412_8#52,0,1,1,0,0,0,0,0,0,1,0,0,0
14412_8#53,0,1,1,0,0,0,1,0,0,1,0,0,0
14412_8#54,0,1,1,0,0,0,0,0,0,0,0,0,0
14412_8#55,0,1,1,0,0,0,0,0,0,1,0,0,0
14412_8#56,0,1,1,0,0,0,0,0,0,1,0,1,0
14412_8#57,0,1,1,0,0,0,0,0,0,1,0,0,0
14412_8#58,0,1,1,0,0,0,0,0,0,1,0,0,0
14412_8#59,0,1,1,0,0,0,1,0,0,1,0,1,1
14412_8#6,0,1,1,0,0,0,0,0,0,1,0,0,0
14412_8#60,0,1,1,1,0,0,1,0,0,0,0,0,0
14412_8#61,0,1,1,0,0,0,1,0,0,1,0,1,1
14412_8#62,0,1,1,0,0,0,1,0,0,1,0,0,0
14412_8#63,0,1,1,0,0,0,0,0,0,0,0,0,0
14412_8#64,0,1,1,0,0,0,1,0,0,1,0,0,0
14412_8#65,0,1,1,1,0,0,1,0,0,1,0,1,0
14412_8#66,0,1,1,0,0,0,1,0,0,1,0,0,0
14412_8#67,0,1,1,0,0,0,0,0,0,1,0,0,0
14412_8#68,1,1,1,0,0,0,0,0,0,1,0,0,1
14412_8#69,0,1,1,0,0,0,1,0,0,1,0,1,0
14412_8#7,1,1,1,1,0,0,1,0,0,1,0,0,0
14412_8#70,0,1,1,1,0,0,1,0,0,1,0,1,0
14412_8#71,0,1,1,0,0,0,0,0,0,1,0,0,1
14412_8#72,0,1,1,0,0,0,0,0,0,1,0,0,0
14412_8#73,0,1,1,0,0,0,1,0,0,1,0,0,0
14412_8#74,0,1,1,0,0,0,1,0,0,1,0,0,0
14412_8#75,0,1,1,0,0,0,1,0,0,1,0,0,0
14412_8#76,0,1,1,0,0,0,0,0,0,1,0,0,0
14412_8#77,1,1,1,0,0,0,1,0,0,1,0,0,0
14412_8#78,0,1,1,0,0,0,1,0,0,1,0,0,0
14412_8#79,0,1,1,0,0,0,1,0,0,1,0,0,0
14412_8#8,0,1,1,1,0,0,0,0,0,1,0,0,0
14412_8#80,0,1,1,0,0,0,1,0,0,1,0,0,0
14412_8#81,0,1,1,1,0,0,1,0,0,1,0,0,0
14412_8#82,0,1,1,0,0,0,0,0,0,1,0,0,0
14412_8#83,0,1,1,0,0,0,0,0,0,1,0,0,0
14412_8#84,0,1,1,0,0,0,1,0,0,0,0,0,0
14412_8#85,0,1,1,0,0,0,1,0,0,1,0,0,0
14412_8#86,0,1,1,0,0,0,1,0,0,1,0,0,0
14412_8#87,0,1,1,0,0,0,1,0,0,1,0,0,0
14412_8#88,0,1,1,0,0,0,0,0,0,1,0,1,0
14412_8#89,0,1,1,0,0,0,0,0,0,1,0,0,0
14412_8#9,0,1,1,1,0,0,0,0,0,0,0,0,0
14412_8#90,0,1,1,1,0,0,1,0,0,1,0,1,0
14448_1#1,0,1,1,0,0,0,1,0,0,1,0,1,0
14448_1#10,0,1,1,0,0,0,1,1,0,1,0,0,0
14448_1#11,1,1,1,1,0,0,0,0,0,1,0,0,0
14448_1#12,0,1,1,0,0,0,1,0,0,1,0,0,0
14448_1#13,0,1,1,0,0,0,1,0,0,1,0,0,0
14448_1#14,0,1,1,0,0,0,1,0,0,1,0,0,0
14448_1#15,0,1,1,0,0,0,1,0,0,1,0,0,0
14448_1#16,0,1,1,0,0,0,0,0,0,1,0,0,0
14448_1#17,0,1,1,0,0,0,1,0,0,1,0,0,0
14448_1#18,0,1,1,0,0,0,1,0,0,1,0,0,0
14448_1#19,0,1,1,0,0,0,0,0,0,1,0,0,0
14448_1#2,1,1,1,1,0,0,1,0,0,1,0,0,0
14448_1#20,0,1,1,0,0,0,1,0,0,0,0,1,0
14448_1#21,0,1,1,0,0,0,1,0,0,1,0,0,0
14448_1#22,0,1,1,0,0,0,0,0,0,1,0,0,0
14448_1#23,0,1,1,0,0,0,1,0,0,1,0,0,0
14448_1#24,0,1,1,0,0,0,1,0,0,1,0,0,0
14448_1#25,0,1,1,0,0,0,1,0,0,1,0,0,0
14448_1#26,0,1,1,1,0,0,0,0,0,0,0,0,0
14448_1#27,0,1,1,0,0,0,1,1,0,1,0,0,0
14448_1#28,0,1,1,0,0,0,1,0,0,1,0,0,0
14448_1#29,0,1,1,0,0,0,1,0,0,1,0,0,0
14448_1#3,1,1,1,1,0,0,1,0,0,1,0,0,0
14448_1#30,0,1,1,0,0,0,0,0,0,1,0,0,0
14448_1#31,0,1,1,0,0,0,1,0,0,1,0,0,0
14448_1#32,0,1,1,0,0,0,1,0,0,1,0,0,0
14448_1#33,0,1,1,0,0,0,0,0,0,1,0,0,0
14448_1#34,0,1,1,0,0,0,0,0,0,1,0,0,0
14448_1#35,0,1,1,0,0,0,1,1,0,1,0,0,0
14448_1#36,0,1,1,0,0,0,0,0,0,1,0,0,0
14448_1#37,0,1,1,0,0,0,1,0,0,1,0,0,0
14448_1#38,0,1,1,0,0,0,0,0,0,1,0,0,0
14448_1#39,1,1,1,1,0,0,0,0,0,1,0,0,0
14448_1#4,0,1,1,0,0,0,0,0,0,1,0,0,0
14448_1#40,1,1,1,1,0,0,0,0,0,1,0,0,0
14448_1#41,0,1,1,0,0,0,0,0,0,1,0,0,0
14448_1#42,0,1,1,0,0,0,1,0,0,1,0,0,0
14448_1#43,0,1,1,1,0,0,1,0,0,0,0,0,0
14448_1#44,0,1,1,0,0,0,0,0,0,1,0,0,0
14448_1#45,0,1,1,1,0,0,0,0,0,0,0,0,0
14448_1#46,0,1,1,0,0,0,0,0,0,1,0,0,0
14448_1#47,0,1,1,0,0,0,0,0,0,1,0,0,0
14448_1#48,0,1,1,0,0,0,0,0,0,1,0,0,0
14448_1#49,0,1,1,0,0,0,0,0,0,1,0,0,0
14448_1#5,1,1,1,1,0,0,0,0,0,1,0,0,0
14448_1#50,0,1,1,1,0,0,1,0,0,1,0,1,1
14448_1#51,1,1,1,1,0,0,0,0,0,1,0,0,0
14448_1#52,0,1,1,0,0,0,1,0,0,1,0,0,0
14448_1#53,0,1,1,0,0,0,1,0,0,1,0,0,0
14448_1#54,0,1,1,0,0,0,0,0,0,1,0,0,0
14448_1#55,0,1,1,0,0,0,1,0,0,1,0,1,1
14448_1#56,0,1,1,0,0,0,0,0,0,1,0,0,0
14448_1#57,0,1,1,0,0,0,0,0,0,1,0,0,1
14448_1#58,1,1,1,1,0,0,1,0,0,1,0,0,0
14448_1#59,0,1,1,0,0,0,0,0,0,1,0,0,0
14448_1#6,0,1,1,0,0,0,1,0,0,1,0,0,0
14448_1#60,0,1,1,0,0,0,1,0,0,1,0,0,0
14448_1#61,0,1,1,0,0,0,0,0,0,1,0,0,0
14448_1#62,0,1,1,0,0,0,0,0,0,1,0,0,0
14448_1#63,0,1,1,0,0,0,0,0,0,1,0,0,0
14448_1#64,0,1,1,0,0,0,0,0,0,1,0,0,0
14448_1#65,0,1,1,0,0,0,0,0,0,1,0,0,1
14448_1#66,0,1,1,0,0,0,0,0,0,1,0,0,0
14448_1#67,0,1,1,0,0,0,1,0,0,1,0,0,1
14448_1#68,0,1,1,0,0,0,0,0,0,1,0,0,0
14448_1#69,0,1,1,0,0,0,1,0,0,1,0,0,0
14448_1#7,0,1,1,0,0,0,1,0,0,1,0,0,0
14448_1#70,0,1,1,0,0,0,1,0,0,1,0,0,1
14448_1#71,0,1,1,1,0,0,1,0,0,0,0,0,0
14448_1#72,0,1,1,0,0,0,1,0,0,1,0,0,0
14448_1#73,0,1,1,0,0,0,0,0,0,1,0,0,0
14448_1#74,0,1,1,0,0,0,1,0,0,1,0,0,0
14448_1#75,0,1,1,0,0,0,1,0,0,1,0,0,0
14448_1#76,0,1,1,0,0,0,0,0,0,1,0,0,0
14448_1#77,0,1,1,0,0,0,1,0,0,1,0,0,0
14448_1#78,0,1,1,0,0,0,0,0,0,1,0,0,0
14448_1#79,0,1,1,0,0,0,1,0,0,1,0,0,0
14448_1#8,0,1,1,0,0,0,1,0,0,1,0,0,0
14448_1#80,0,1,1,0,0,0,0,0,0,1,0,0,0
14448_1#81,0,1,1,0,0,0,0,0,0,1,0,0,0
14448_1#82,0,1,1,0,0,0,0,0,0,1,0,0,0
14448_1#83,0,1,1,0,0,0,0,0,0,1,0,0,0
14448_1#84,0,1,1,0,0,0,1,0,0,1,0,0,1
